Title,Metascore,Rated,Runtime,Released,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score,release_month,release_year
Everyone's Hero,51.0,G,87 min,15 Sep 2006,"Animation, Adventure, Comedy, Family, Sport",14497591.0,5.7,"7,409",Internet Movie Database,5.7,Rotten Tomatoes,4.2,Metacritic,5.1,09,2006
Facing the Giants,38.0,PG,111 min,29 Sep 2006,"Drama, Fantasy, Sport",10127352.0,6.6,"14,697",Internet Movie Database,6.6,Rotten Tomatoes,1.3,Metacritic,3.8,09,2006
Factory Girl,45.0,R,90 min,16 Feb 2007,"Biography, Drama",1566027.0,6.4,"20,140",Internet Movie Database,6.4,Rotten Tomatoes,1.9,Metacritic,4.5,02,2007
Failure to Launch,47.0,PG-13,97 min,10 Mar 2006,"Comedy, Romance",88658172.0,5.6,"67,932",Internet Movie Database,5.6,Rotten Tomatoes,2.4,Metacritic,4.7,03,2006
The Fall,64.0,R,117 min,30 May 2008,"Adventure, Drama, Fantasy",2099067.0,7.9,"102,482",Internet Movie Database,7.9,Rotten Tomatoes,6.1,Metacritic,6.4,05,2008
The Fast and the Furious: Tokyo Drift,45.0,PG-13,104 min,16 Jun 2006,"Action, Crime, Thriller",62500000.0,6.0,"222,960",Internet Movie Database,6.0,Rotten Tomatoes,3.8,Metacritic,4.5,06,2006
Fast Food Nation,64.0,R,116 min,04 May 2007,"Comedy, Drama, Romance, Thriller",905718.0,6.3,"22,672",Internet Movie Database,6.3,Rotten Tomatoes,5.0,Metacritic,6.4,05,2007
Fay Grim,52.0,R,118 min,27 Sep 2007,"Action, Comedy, Thriller",61817.0,6.3,"3,941",Internet Movie Database,6.3,Rotten Tomatoes,4.6,Metacritic,5.2,09,2007
Final Destination 3,41.0,R,93 min,10 Feb 2006,Horror,54100000.0,5.8,"121,970",Internet Movie Database,5.8,Rotten Tomatoes,4.3,Metacritic,4.1,02,2006
Find Me Guilty,65.0,R,125 min,17 Mar 2006,"Biography, Comedy, Crime, Drama",608804.0,7.0,"31,205",Internet Movie Database,7.0,Rotten Tomatoes,6.2,Metacritic,6.5,03,2006
Firewall,45.0,PG-13,105 min,10 Feb 2006,"Crime, Thriller",48699400.0,5.8,"54,080",Internet Movie Database,5.8,Rotten Tomatoes,1.8,Metacritic,4.5,02,2006
First Snow,58.0,R,101 min,23 Mar 2007,"Drama, Thriller",100519.0,6.2,"7,584",Internet Movie Database,6.2,Rotten Tomatoes,5.8,Metacritic,5.8,03,2007
Flags of our Fathers,79.0,R,135 min,20 Oct 2006,"Action, Adventure, Drama, History, War",33600000.0,7.1,"112,273",Internet Movie Database,7.1,Rotten Tomatoes,7.3,Metacritic,7.9,10,2006
Flicka,57.0,PG,95 min,20 Oct 2006,"Adventure, Drama, Family",20949649.0,6.1,"7,037",Internet Movie Database,6.1,Rotten Tomatoes,5.3,Metacritic,5.7,10,2006
Flushed Away,74.0,PG,85 min,03 Nov 2006,"Animation, Adventure, Comedy, Family, Fantasy",64459316.0,6.6,"103,992",Internet Movie Database,6.6,Rotten Tomatoes,7.3,Metacritic,7.4,11,2006
Flyboys,47.0,PG-13,140 min,22 Sep 2006,"Action, Drama, History, Romance, War",13048522.0,6.5,"39,739",Internet Movie Database,6.5,Rotten Tomatoes,3.3,Metacritic,4.7,09,2006
For Your Consideration,68.0,PG-13,86 min,22 Nov 2006,Comedy,5490967.0,6.3,"13,192",Internet Movie Database,6.3,Rotten Tomatoes,5.2,Metacritic,6.8,11,2006
The Fountain,51.0,PG-13,96 min,22 Nov 2006,"Drama, Mystery, Romance, Sci-Fi",10046093.0,7.3,"217,310",Internet Movie Database,7.3,Rotten Tomatoes,5.2,Metacritic,5.1,11,2006
Freedomland,43.0,R,113 min,17 Feb 2006,"Crime, Drama, Mystery",12260586.0,5.1,"14,823",Internet Movie Database,5.1,Rotten Tomatoes,2.3,Metacritic,4.3,02,2006
Venus in Fur,69.0,Not Rated,96 min,08 Nov 2013,Drama,153625.0,7.2,"16,182",Internet Movie Database,7.2,Rotten Tomatoes,8.8,Metacritic,6.9,11,2013
God Grew Tired of Us,72.0,PG,89 min,12 Jan 2007,Documentary,113000.0,7.9,"2,645",Internet Movie Database,7.9,Rotten Tomatoes,9.1,Metacritic,7.2,01,2007
The Good German,49.0,R,105 min,19 Jan 2007,"Drama, Mystery, Thriller",891721.0,6.0,"23,179",Internet Movie Database,6.0,Rotten Tomatoes,3.3,Metacritic,4.9,01,2007
The Good Shepherd,61.0,R,167 min,22 Dec 2006,"Drama, History, Thriller",59839040.0,6.7,"94,873",Internet Movie Database,6.7,Rotten Tomatoes,5.4,Metacritic,6.1,12,2006
A Good Year,47.0,PG-13,117 min,10 Nov 2006,"Comedy, Drama, Romance",7365004.0,7.0,"83,322",Internet Movie Database,7.0,Rotten Tomatoes,2.5,Metacritic,4.7,11,2006
Goya's Ghosts,52.0,R,113 min,10 Nov 2006,"Biography, Drama, History",743451.0,6.9,"28,110",Internet Movie Database,6.9,Rotten Tomatoes,3.0,Metacritic,5.2,11,2006
Grandma's Boy,33.0,R,94 min,06 Jan 2006,Comedy,5935826.0,7.0,"74,184",Internet Movie Database,7.0,Rotten Tomatoes,1.6,Metacritic,3.3,01,2006
Gridiron Gang,52.0,PG-13,125 min,15 Sep 2006,"Biography, Crime, Drama, Sport",38432823.0,6.9,"42,416",Internet Movie Database,6.9,Rotten Tomatoes,4.2,Metacritic,5.2,09,2006
The Grudge 2,33.0,PG-13,102 min,13 Oct 2006,"Horror, Thriller",39143839.0,5.0,"44,757",Internet Movie Database,5.0,Rotten Tomatoes,1.2,Metacritic,3.3,10,2006
The Guardian,53.0,PG-13,139 min,29 Sep 2006,"Action, Adventure, Drama",54983983.0,6.9,"83,770",Internet Movie Database,6.9,Rotten Tomatoes,3.7,Metacritic,5.3,09,2006
A Guide to Recognizing Your Saints,67.0,R,100 min,13 Oct 2006,"Crime, Drama",420603.0,7.0,"24,100",Internet Movie Database,7.0,Rotten Tomatoes,7.6,Metacritic,6.7,10,2006
Half Nelson,85.0,R,106 min,22 Sep 2006,Drama,2591047.0,7.2,"81,051",Internet Movie Database,7.2,Rotten Tomatoes,9.0,Metacritic,8.5,09,2006
Happy Feet,77.0,PG,108 min,17 Nov 2006,"Animation, Adventure, Comedy, Family, Music, Musical, Romance",197800000.0,6.4,"159,286",Internet Movie Database,6.4,Rotten Tomatoes,7.6,Metacritic,7.7,11,2006
Harsh Times,56.0,R,116 min,10 Nov 2006,"Action, Crime, Drama, Thriller",3304691.0,6.9,"60,541",Internet Movie Database,6.9,Rotten Tomatoes,4.8,Metacritic,5.6,11,2006
The Heart of the Game,74.0,PG-13,97 min,07 Jul 2006,"Documentary, Sport",360467.0,7.5,900,Internet Movie Database,7.5,Rotten Tomatoes,8.7,Metacritic,7.4,07,2006
The Hills Have Eyes,52.0,R,107 min,10 Mar 2006,"Horror, Thriller",41685824.0,6.4,"150,099",Internet Movie Database,6.4,Rotten Tomatoes,5.2,Metacritic,5.2,03,2006
The Holiday,52.0,PG-13,138 min,08 Dec 2006,"Comedy, Romance",63224849.0,6.9,"222,880",Internet Movie Database,6.9,Rotten Tomatoes,4.8,Metacritic,5.2,12,2006
Hollywoodland,62.0,R,126 min,08 Sep 2006,"Biography, Crime, Drama, History, Mystery, Romance, Thriller",14271459.0,6.5,"31,561",Internet Movie Database,6.5,Rotten Tomatoes,6.8,Metacritic,6.2,09,2006
Hoot,46.0,PG,91 min,05 May 2006,"Adventure, Comedy, Family",8080116.0,5.5,"7,516",Internet Movie Database,5.5,Rotten Tomatoes,2.6,Metacritic,4.6,05,2006
How to Eat Fried Worms,56.0,PG,80 min,25 Aug 2006,"Comedy, Family",13022756.0,5.3,"4,819",Internet Movie Database,5.3,Rotten Tomatoes,5.9,Metacritic,5.6,08,2006
Ice Age: The Meltdown,58.0,PG,91 min,31 Mar 2006,"Animation, Adventure, Comedy, Family",195300000.0,6.8,"238,237",Internet Movie Database,6.8,Rotten Tomatoes,5.7,Metacritic,5.8,03,2006
Idiocracy,66.0,R,84 min,25 Jan 2007,"Adventure, Comedy, Sci-Fi, Thriller",313505.0,6.6,"134,103",Internet Movie Database,6.6,Rotten Tomatoes,7.6,Metacritic,6.6,01,2007
Idlewild,55.0,R,121 min,25 Aug 2006,"Crime, Drama, Musical, Romance",12549485.0,6.2,"5,010",Internet Movie Database,6.2,Rotten Tomatoes,4.7,Metacritic,5.5,08,2006
The Illusionist,68.0,PG-13,110 min,01 Sep 2006,"Drama, Fantasy, History, Mystery, Romance, Thriller",39680302.0,7.6,"338,527",Internet Movie Database,7.6,Rotten Tomatoes,7.3,Metacritic,6.8,09,2006
An Inconvenient Truth,75.0,PG,96 min,30 Jun 2006,"Documentary, News",23727472.0,7.4,"77,763",Internet Movie Database,7.4,Rotten Tomatoes,9.3,Metacritic,7.5,06,2006
Infamous,68.0,R,110 min,13 Oct 2006,"Biography, Crime, Drama",1093888.0,7.0,"15,703",Internet Movie Database,7.0,Rotten Tomatoes,7.3,Metacritic,6.8,10,2006
Inside Man,76.0,R,129 min,24 Mar 2006,"Crime, Drama, Mystery, Thriller",88439515.0,7.6,"316,382",Internet Movie Database,7.6,Rotten Tomatoes,8.6,Metacritic,7.6,03,2006
Invincible,63.0,PG,105 min,25 Aug 2006,"Biography, Drama, Sport",57789574.0,7.1,"61,521",Internet Movie Database,7.1,Rotten Tomatoes,7.2,Metacritic,6.3,08,2006
Jackass Number Two,66.0,R,92 min,22 Sep 2006,"Documentary, Action, Comedy",72755517.0,7.1,"63,160",Internet Movie Database,7.1,Rotten Tomatoes,6.3,Metacritic,6.6,09,2006
Jesus Camp,62.0,PG-13,87 min,18 Apr 2007,Documentary,900000.0,7.4,"25,421",Internet Movie Database,7.4,Rotten Tomatoes,8.7,Metacritic,6.2,04,2007
John Tucker Must Die,41.0,PG-13,89 min,28 Jul 2006,"Comedy, Romance",40922134.0,5.7,"76,082",Internet Movie Database,5.7,Rotten Tomatoes,2.8,Metacritic,4.1,07,2006
Just My Luck,29.0,PG-13,103 min,12 May 2006,"Comedy, Fantasy, Romance",17229124.0,5.4,"51,173",Internet Movie Database,5.4,Rotten Tomatoes,1.4,Metacritic,2.9,05,2006
Keeping Up with the Steins,57.0,PG-13,90 min,02 Jun 2006,Comedy,4288416.0,5.3,"2,931",Internet Movie Database,5.3,Rotten Tomatoes,3.6,Metacritic,5.7,06,2006
Kill Your Darlings,65.0,R,104 min,19 Sep 2013,"Biography, Drama, Romance, Thriller",679958.0,6.5,"32,891",Internet Movie Database,6.5,Rotten Tomatoes,7.6,Metacritic,6.5,09,2013
Lady in the Water,36.0,PG-13,110 min,21 Jul 2006,"Drama, Fantasy, Mystery, Thriller",42219433.0,5.5,"91,445",Internet Movie Database,5.5,Rotten Tomatoes,2.5,Metacritic,3.6,07,2006
The Lake House,52.0,PG,99 min,16 Jun 2006,"Drama, Fantasy, Romance",52300000.0,6.8,"131,488",Internet Movie Database,6.8,Rotten Tomatoes,3.6,Metacritic,5.2,06,2006
Larry the Cable Guy: Health Inspector,21.0,PG-13,89 min,24 Mar 2006,"Comedy, Romance",15655665.0,3.3,"9,559",Internet Movie Database,3.3,Rotten Tomatoes,0.5,Metacritic,2.1,03,2006
The Last Kiss,57.0,R,104 min,15 Sep 2006,"Comedy, Drama, Romance",11502628.0,6.4,"40,038",Internet Movie Database,6.4,Rotten Tomatoes,4.6,Metacritic,5.7,09,2006
Last Holiday,52.0,PG-13,112 min,13 Jan 2006,"Comedy, Romance",38360195.0,6.4,"26,248",Internet Movie Database,6.4,Rotten Tomatoes,5.6,Metacritic,5.2,01,2006
Let's Go to Prison,27.0,R,84 min,17 Nov 2006,"Comedy, Crime",5525320.0,6.0,"22,012",Internet Movie Database,6.0,Rotten Tomatoes,1.2,Metacritic,2.7,11,2006
Letters from Iwo Jima,89.0,R,141 min,02 Feb 2007,"Action, Adventure, Drama, History, War",13600000.0,7.9,"147,251",Internet Movie Database,7.9,Rotten Tomatoes,9.1,Metacritic,8.9,02,2007
Little Children,75.0,R,136 min,09 Feb 2007,"Drama, Romance",5307219.0,7.5,"100,927",Internet Movie Database,7.5,Rotten Tomatoes,8.0,Metacritic,7.5,02,2007
Little Man,26.0,PG-13,98 min,14 Jul 2006,"Comedy, Crime",58255287.0,4.4,"47,165",Internet Movie Database,4.4,Rotten Tomatoes,1.2,Metacritic,2.6,07,2006
Little Miss Sunshine,80.0,R,101 min,18 Aug 2006,"Comedy, Drama",59831476.0,7.8,"413,301",Internet Movie Database,7.8,Rotten Tomatoes,9.1,Metacritic,8.0,08,2006
Lonely Hearts,60.0,R,108 min,21 Oct 2006,"Crime, Drama, Romance, Thriller",146530.0,6.5,"19,477",Internet Movie Database,6.5,Rotten Tomatoes,4.8,Metacritic,6.0,10,2006
Madea's Family Reunion,45.0,PG-13,107 min,24 Feb 2006,"Comedy, Drama, Romance",63200000.0,5.2,"10,169",Internet Movie Database,5.2,Rotten Tomatoes,2.5,Metacritic,4.5,02,2006
Man of the Year,39.0,PG-13,115 min,13 Oct 2006,"Comedy, Drama, Romance, Thriller",37442180.0,6.2,"30,623",Internet Movie Database,6.2,Rotten Tomatoes,2.2,Metacritic,3.9,10,2006
Marie Antoinette,65.0,PG-13,123 min,20 Oct 2006,"Biography, Drama, History, Romance",15962471.0,6.4,"93,974",Internet Movie Database,6.4,Rotten Tomatoes,5.6,Metacritic,6.5,10,2006
The Marine,45.0,PG-13,92 min,13 Oct 2006,"Action, Comedy, Drama, Thriller",18719747.0,4.7,"30,971",Internet Movie Database,4.7,Rotten Tomatoes,2.0,Metacritic,4.5,10,2006
Material Girls,17.0,PG,98 min,18 Aug 2006,"Comedy, Family, Romance",11337251.0,4.0,"20,955",Internet Movie Database,4.0,Rotten Tomatoes,0.4,Metacritic,1.7,08,2006
Miami Vice,65.0,R,132 min,28 Jul 2006,"Action, Crime, Thriller",63400000.0,6.0,"104,498",Internet Movie Database,6.0,Rotten Tomatoes,4.6,Metacritic,6.5,07,2006
Mini's First Time,45.0,R,91 min,09 Aug 2007,"Comedy, Crime, Drama",21828.0,5.8,"7,796",Internet Movie Database,5.8,Rotten Tomatoes,5.2,Metacritic,4.5,08,2007
Miss Potter,57.0,PG,88 min,09 Mar 2007,"Biography, Drama",2893474.0,6.9,"26,832",Internet Movie Database,6.9,Rotten Tomatoes,6.7,Metacritic,5.7,03,2007
Monster House,68.0,PG,91 min,21 Jul 2006,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",73661010.0,6.6,"91,203",Internet Movie Database,6.6,Rotten Tomatoes,7.5,Metacritic,6.8,07,2006
Mission: Impossible III,66.0,PG-13,126 min,05 May 2006,"Action, Adventure, Thriller",133400000.0,6.9,"309,764",Internet Movie Database,6.9,Rotten Tomatoes,7.0,Metacritic,6.6,05,2006
My Super Ex-Girlfriend,50.0,PG-13,96 min,21 Jul 2006,"Comedy, Romance, Sci-Fi",22432518.0,5.1,"59,576",Internet Movie Database,5.1,Rotten Tomatoes,4.0,Metacritic,5.0,07,2006
Nacho Libre,52.0,PG,92 min,16 Jun 2006,"Comedy, Family, Sport",80200000.0,5.7,"76,480",Internet Movie Database,5.7,Rotten Tomatoes,4.0,Metacritic,5.2,06,2006
The Nativity Story,52.0,PG,101 min,01 Dec 2006,"Drama, Family, History",37617947.0,6.8,"9,387",Internet Movie Database,6.8,Rotten Tomatoes,3.7,Metacritic,5.2,12,2006
Night at the Museum,48.0,PG,108 min,22 Dec 2006,"Adventure, Comedy, Family, Fantasy",249300000.0,6.4,"290,443",Internet Movie Database,6.4,Rotten Tomatoes,4.2,Metacritic,4.8,12,2006
The Night Listener,51.0,R,91 min,04 Aug 2006,"Crime, Drama, Mystery, Thriller",7766987.0,5.9,"14,178",Internet Movie Database,5.9,Rotten Tomatoes,4.0,Metacritic,5.1,08,2006
O Jerusalem,39.0,R,100 min,18 Oct 2006,Drama,200000.0,6.2,779,Internet Movie Database,6.2,Rotten Tomatoes,3.5,Metacritic,3.9,10,2006
One Night with the King,38.0,PG,123 min,13 Oct 2006,"Biography, Drama, History",13391174.0,6.3,"6,449",Internet Movie Database,6.3,Rotten Tomatoes,1.9,Metacritic,3.8,10,2006
Open Season,49.0,PG,86 min,29 Sep 2006,"Animation, Adventure, Comedy, Family, Fantasy",84300000.0,6.1,"79,841",Internet Movie Database,6.1,Rotten Tomatoes,4.8,Metacritic,4.9,09,2006
Over the Hedge,67.0,PG,83 min,19 May 2006,"Animation, Adventure, Comedy, Family, Fantasy",155019340.0,6.7,"149,463",Internet Movie Database,6.7,Rotten Tomatoes,7.5,Metacritic,6.7,05,2006
The Painted Veil,69.0,PG-13,125 min,19 Jan 2007,"Drama, Romance",7932205.0,7.5,"85,904",Internet Movie Database,7.5,Rotten Tomatoes,7.4,Metacritic,6.9,01,2007
Pan's Labyrinth,98.0,R,118 min,19 Jan 2007,"Drama, Fantasy, War",37500000.0,8.2,"578,180",Internet Movie Database,8.2,Rotten Tomatoes,9.5,Metacritic,9.8,01,2007
Peaceful Warrior,40.0,PG-13,120 min,23 Jun 2006,"Drama, Romance, Sport",984116.0,7.3,"24,849",Internet Movie Database,7.3,Rotten Tomatoes,2.5,Metacritic,4.0,06,2006
Penelope,48.0,PG,104 min,29 Feb 2008,"Comedy, Fantasy, Romance",10000000.0,6.7,"57,776",Internet Movie Database,6.7,Rotten Tomatoes,5.4,Metacritic,4.8,02,2008
Perfume: The Story of a Murderer,56.0,R,147 min,05 Jan 2007,"Crime, Drama",2101584.0,7.5,"221,826",Internet Movie Database,7.5,Rotten Tomatoes,5.8,Metacritic,5.6,01,2007
Phat Girlz,36.0,PG-13,99 min,07 Apr 2006,Comedy,6922865.0,3.2,"8,543",Internet Movie Database,3.2,Rotten Tomatoes,2.2,Metacritic,3.6,04,2006
The Pink Panther,38.0,PG,93 min,10 Feb 2006,"Adventure, Comedy, Crime, Family, Mystery",82226474.0,5.6,"76,586",Internet Movie Database,5.6,Rotten Tomatoes,2.1,Metacritic,3.8,02,2006
Pirates of the Caribbean: Dead Man's Chest,53.0,PG-13,151 min,07 Jul 2006,"Action, Adventure, Fantasy",423032628.0,7.3,"620,022",Internet Movie Database,7.3,Rotten Tomatoes,5.3,Metacritic,5.3,07,2006
Poseidon,50.0,PG-13,98 min,12 May 2006,"Action, Adventure, Drama, Thriller",60600000.0,5.6,"92,926",Internet Movie Database,5.6,Rotten Tomatoes,3.3,Metacritic,5.0,05,2006
The Prestige,66.0,PG-13,130 min,20 Oct 2006,"Drama, Mystery, Sci-Fi, Thriller",53100000.0,8.5,"1,083,065",Internet Movie Database,8.5,Rotten Tomatoes,7.6,Metacritic,6.6,10,2006
Pulse,27.0,PG-13,90 min,11 Aug 2006,"Horror, Sci-Fi",20230986.0,4.8,"27,229",Internet Movie Database,4.8,Rotten Tomatoes,1.1,Metacritic,2.7,08,2006
The Pursuit of Happyness,64.0,PG-13,117 min,15 Dec 2006,"Biography, Drama",162586036.0,8.0,"410,291",Internet Movie Database,8.0,Rotten Tomatoes,6.7,Metacritic,6.4,12,2006
Quinceañera,72.0,R,90 min,05 Jul 2006,Drama,1540873.0,7.1,"3,901",Internet Movie Database,7.1,Rotten Tomatoes,8.6,Metacritic,7.2,07,2006
Rocky Balboa,63.0,PG,102 min,20 Dec 2006,"Drama, Sport",70147850.0,7.1,"192,549",Internet Movie Database,7.1,Rotten Tomatoes,7.7,Metacritic,6.3,12,2006
Running Scared,41.0,R,122 min,24 Feb 2006,"Action, Crime, Drama, Thriller",6651790.0,7.4,"94,545",Internet Movie Database,7.4,Rotten Tomatoes,4.1,Metacritic,4.1,02,2006
Running with Scissors,52.0,R,116 min,27 Oct 2006,"Comedy, Drama",6754898.0,6.2,"21,350",Internet Movie Database,6.2,Rotten Tomatoes,3.1,Metacritic,5.2,10,2006
RV,33.0,PG,99 min,28 Apr 2006,"Adventure, Comedy, Family",71402035.0,5.5,"53,469",Internet Movie Database,5.5,Rotten Tomatoes,2.3,Metacritic,3.3,04,2006
The Santa Clause 3: The Escape Clause,32.0,G,97 min,03 Nov 2006,"Adventure, Comedy, Family, Fantasy",84438648.0,4.7,"29,547",Internet Movie Database,4.7,Rotten Tomatoes,1.7,Metacritic,3.2,11,2006
Saw III,48.0,R,108 min,27 Oct 2006,"Horror, Mystery, Thriller",80200000.0,6.2,"168,276",Internet Movie Database,6.2,Rotten Tomatoes,2.9,Metacritic,4.8,10,2006
A Scanner Darkly,73.0,R,100 min,28 Jul 2006,"Animation, Crime, Drama, Mystery, Sci-Fi, Thriller",5281537.0,7.1,"101,416",Internet Movie Database,7.1,Rotten Tomatoes,6.7,Metacritic,7.3,07,2006
Scary Movie 4,40.0,PG-13,83 min,14 Apr 2006,Comedy,90672025.0,5.0,"107,671",Internet Movie Database,5.0,Rotten Tomatoes,3.5,Metacritic,4.0,04,2006
School for Scoundrels,44.0,PG-13,100 min,29 Sep 2006,Comedy,17787157.0,5.9,"28,107",Internet Movie Database,5.9,Rotten Tomatoes,2.6,Metacritic,4.4,09,2006
Scoop,48.0,PG-13,96 min,28 Jul 2006,"Comedy, Crime, Mystery",10467056.0,6.7,"76,586",Internet Movie Database,6.7,Rotten Tomatoes,4.1,Metacritic,4.8,07,2006
The Second Chance,52.0,PG-13,102 min,17 Feb 2006,Drama,370430.0,6.8,"1,214",Internet Movie Database,6.8,Rotten Tomatoes,4.0,Metacritic,5.2,02,2006
See No Evil,17.0,R,84 min,19 May 2006,"Action, Horror, Thriller",15019200.0,5.1,"24,610",Internet Movie Database,5.1,Rotten Tomatoes,0.9,Metacritic,1.7,05,2006
The Sentinel,49.0,PG-13,108 min,21 Apr 2006,"Action, Crime, Thriller",36226144.0,6.1,"46,129",Internet Movie Database,6.1,Rotten Tomatoes,3.4,Metacritic,4.9,04,2006
The Shaggy Dog,43.0,PG,98 min,10 Mar 2006,"Comedy, Family, Fantasy",61039681.0,4.4,"17,306",Internet Movie Database,4.4,Rotten Tomatoes,2.6,Metacritic,4.3,03,2006
She's the Man,45.0,PG-13,105 min,17 Mar 2006,"Comedy, Romance, Sport",33687630.0,6.3,"138,486",Internet Movie Database,6.3,Rotten Tomatoes,4.4,Metacritic,4.5,03,2006
Shortbus,64.0,Not Rated,101 min,20 Oct 2006,"Drama, Romance",1851628.0,6.4,"30,589",Internet Movie Database,6.4,Rotten Tomatoes,6.8,Metacritic,6.4,10,2006
Silent Hill,31.0,R,125 min,21 Apr 2006,Horror,46982632.0,6.5,"204,249",Internet Movie Database,6.5,Rotten Tomatoes,3.0,Metacritic,3.1,04,2006
Slither,69.0,R,95 min,31 Mar 2006,"Comedy, Horror, Sci-Fi",7774730.0,6.4,"70,183",Internet Movie Database,6.4,Rotten Tomatoes,8.6,Metacritic,6.9,03,2006
Snakes on a Plane,58.0,R,105 min,18 Aug 2006,"Action, Crime, Thriller",33886034.0,5.4,"126,912",Internet Movie Database,5.4,Rotten Tomatoes,6.9,Metacritic,5.8,08,2006
Something New,64.0,PG-13,99 min,03 Feb 2006,"Comedy, Drama, Romance",11425894.0,6.7,"12,091",Internet Movie Database,6.7,Rotten Tomatoes,6.1,Metacritic,6.4,02,2006
Starter for 10,69.0,PG-13,92 min,09 Mar 2007,"Comedy, Drama, Romance, Sport",177442.0,6.7,"20,805",Internet Movie Database,6.7,Rotten Tomatoes,9.0,Metacritic,6.9,03,2007
Stay Alive,24.0,PG-13,85 min,24 Mar 2006,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",22999535.0,5.1,"28,800",Internet Movie Database,5.1,Rotten Tomatoes,0.9,Metacritic,2.4,03,2006
Step Up,48.0,PG-13,104 min,11 Aug 2006,"Crime, Drama, Music, Romance",65269010.0,6.5,"105,157",Internet Movie Database,6.5,Rotten Tomatoes,2.0,Metacritic,4.8,08,2006
Stick It,53.0,PG-13,103 min,28 Apr 2006,"Comedy, Drama, Sport",26870825.0,6.4,"25,400",Internet Movie Database,6.4,Rotten Tomatoes,3.1,Metacritic,5.3,04,2006
Stranger Than Fiction,67.0,PG-13,113 min,10 Nov 2006,"Comedy, Drama, Fantasy, Romance",40137776.0,7.6,"208,484",Internet Movie Database,7.6,Rotten Tomatoes,7.2,Metacritic,6.7,11,2006
Alex Rider: Operation Stormbreaker,42.0,PG,93 min,13 Oct 2006,"Action, Adventure, Family, Thriller",583775.0,5.1,"22,403",Internet Movie Database,5.1,Rotten Tomatoes,3.4,Metacritic,4.2,10,2006
Superman Returns,72.0,PG-13,154 min,28 Jun 2006,"Action, Adventure, Sci-Fi",200100000.0,6.0,"261,532",Internet Movie Database,6.0,Rotten Tomatoes,7.5,Metacritic,7.2,06,2006
Take the Lead,55.0,PG-13,118 min,07 Apr 2006,"Drama, Music",34703228.0,6.6,"23,913",Internet Movie Database,6.6,Rotten Tomatoes,4.3,Metacritic,5.5,04,2006
Talladega Nights: The Ballad of Ricky Bobby,66.0,PG-13,108 min,04 Aug 2006,"Comedy, Sport",148213377.0,6.6,"155,907",Internet Movie Database,6.6,Rotten Tomatoes,7.1,Metacritic,6.6,08,2006
Tenacious D in The Pick of Destiny,55.0,R,93 min,22 Nov 2006,"Adventure, Comedy, Music, Musical",8199999.0,6.8,"97,388",Internet Movie Database,6.8,Rotten Tomatoes,5.3,Metacritic,5.5,11,2006
The Texas Chainsaw Massacre: The Beginning,30.0,R,91 min,06 Oct 2006,"Horror, Thriller",39418953.0,5.8,"64,670",Internet Movie Database,5.8,Rotten Tomatoes,1.3,Metacritic,3.0,10,2006
Thank You for Smoking,71.0,R,92 min,14 Apr 2006,"Comedy, Drama",24800000.0,7.6,"206,914",Internet Movie Database,7.6,Rotten Tomatoes,8.6,Metacritic,7.1,04,2006
Trust the Man,43.0,R,103 min,01 Sep 2006,"Comedy, Drama, Romance",1466103.0,5.7,"8,188",Internet Movie Database,5.7,Rotten Tomatoes,2.8,Metacritic,4.3,09,2006
Turistas,36.0,R,93 min,01 Dec 2006,"Horror, Mystery, Thriller",6908651.0,5.4,"34,507",Internet Movie Database,5.4,Rotten Tomatoes,1.8,Metacritic,3.6,12,2006
The U.S. vs. John Lennon,64.0,PG-13,99 min,07 Dec 2006,"Documentary, Biography, Music, Romance",1002528.0,7.4,"5,158",Internet Movie Database,7.4,Rotten Tomatoes,7.7,Metacritic,6.4,12,2006
Ultraviolet,18.0,PG-13,88 min,03 Mar 2006,"Action, Adventure, Crime, Fantasy, Sci-Fi, Thriller",18337122.0,4.4,"77,028",Internet Movie Database,4.4,Rotten Tomatoes,0.8,Metacritic,1.8,03,2006
Unaccompanied Minors,43.0,PG,90 min,08 Dec 2006,"Adventure, Comedy, Family, Romance",16614132.0,5.2,"9,670",Internet Movie Database,5.2,Rotten Tomatoes,2.9,Metacritic,4.3,12,2006
